"ID","ID_PK","Goal","Learn","Long_Goal"
"10501","5689","a Speechpatholigist","How to get along with people better,and help them over come there obstacles","Speechpatholigist"
"10492","5690","as any position in your company","to be responsible and take care of my business and to get an idea how life is in the working industry","of getting my doctoral degree and soon to be manage to work as a radiologist"
"10495","5691","Assistant to all things needed in the shop","How to deal with clients and learn what working in a shop is like. So I will know how to handle situations as they arise","Becoming a cosmotoligist doing all things included such as hair, makeup, and nails"
"10493","5692","a veternerian","how to care for animals","getting a college degree as being a vet"
"10496","5693","writer;designer;poetrist;artist","learn that being successful is an important thing in life to do these things","of being successful and making sure i can do these things and look  forward to doing them"
"10502","5694","an intern","the system","broker"
"10500","5695","Assistant chef or Apprentice chef","Food preperation, how to cook, and many recipes","Becoming an Executive, or Head chef, and owning my own resturaunt"
"10503","5696","Hair Stylist, or do Makeup","How to be more resonsible, and become a better Hair Stylist and a Beautitiion","Having my own hair, nail, and make up salon"
"10498","5697","an employee vetrinarian","About animals","A vetrinarian"
"10494","5698","an assistant manager","to help myself and other people without them asking or telling me to","earning a college degree in business administration
"
"10509","5699","CEO","responsibilites","aerospace engineering"
"10507","5700","An secratary assistant","Office procedures","Getting my doctorate"
"10513","5701","a defensive lawyer","to argue my point, while at the same time keeping people out of trouble","being a lawyer"
"10508","5702","a nurse","to nurse","idk"
"10512","5703","An Orthopedic Surgeon ","How to perform procedures","Earning an Masters degree"
"10518","5704"," as an administrative assisstant","office procedures, and what it takes to run a business","Earning a master's in business administration, and then go to law school"
"10515","5705","An Engineer","how an engineer works ","getting a degree in engineering"
"10517","5706","A secretary assistant","how to/what to do in to help people, and how not to mess up","earning a college degree in nursing"
