"ID","ID_PK","Goal","Learn","Long_Goal"
"10751","5865","Registered Nurse ","How to take care of patients along with the values of helpping people","Nurse Practitioner"
"10753","5866","Sales associate at a Pet Store","how to care for animals","help animals"
"10943","6000","Certified Nursing Assistant 1","To gain insight on this position and learn the full responsibilities of caring for patients, so that I can grow further into my career choice","Earning my masters in nursing"
"10945","6001","CNA","This position will help me learn more about the body more. It will also teach me how to be gentile with others people","2years in nursing school"
"8144","4255","firefighter","comunitey service","becoming a paramedic and firefighter"
"10753","5867","Sales associate at a Pet Store","how to care for animals","help animals"
"10755","5868","an animal care assistant","animal care","earning an college degree in medicine"
"10759","5869","an assistant manager","more about retail","a masters degree in business"
"10764","5870","a sales associate or cashier","communication skills","going to college and majoring in Marine Biology"
"10764","5871","a sales associate or cashier","communication skills","going to college and majoring in Marine Biology"
"10757","5872"," a Child Care Assistant","more about children and their needs","working better with kids and always knowing what to do when something's wrong"
"10756","5873","an Machanic ","how to fix nd work on a car ","earning a college degree in business administration"
"10761","5874","sales associate","customer service"," of owning my own business"
"10760","5875","A Manger","To work go with other people","To get a college degree"
"10758","5876","owner","Be responsible","earning a college degreein busnisses administration"
"10762","5877","Part-time service assistant","The feel of being paid for actually working, and to learn about the career I might pursue in future","becoming a professional Baseball player"
"10946","6002","Certified Nursing Assistant 1","To care for others and learn different techniques on what to do in different situations","earming a college degree in Occupational Thearpy"
